Time,Altitude
9:01:15,12695
9:01:30,12530
9:01:45,12365
9:02:00,12200
9:02:15,12035
9:02:30,11870
9:02:45,11705
9:03:00,11540
9:03:15,11375
9:03:30,11210
9:03:45,11045
9:04:00,10880
9:04:15,10715
9:04:30,10550
9:04:45,10385
9:05:00,10220
9:05:15,10055
9:05:30,9890
9:05:45,9725
9:06:00,9560
9:06:15,9395
9:06:30,9230
9:06:45,9065
9:07:00,8900
9:07:15,8735
9:07:30,8570
9:07:45,8405
9:08:00,8240
9:08:15,8075
9:08:30,7910
9:08:45,7745
9:09:00,7580
9:09:15,7415
9:09:30,7250
9:09:45,7085
9:10:00,6920
9:10:15,6755
9:10:30,6590
9:10:45,6425
9:11:00,6260
9:11:15,6095
9:11:30,5930
9:11:45,5765
9:12:00,5600
9:12:15,5435
9:12:30,5270
9:12:45,5105
9:13:00,4940
9:13:15,4775
9:13:30,4610
9:13:45,4445
9:14:00,4280
9:14:15,4115
9:14:30,3950
9:14:45,3785
9:15:00,3620
9:15:15,3455
9:15:30,3290
9:15:45,3125
9:16:00,2960
9:16:15,2795
9:16:30,2630
9:16:45,2465
9:17:00,2300
9:17:15,2135
9:17:30,1970
9:17:45,1805
9:18:00,1640
9:18:15,1475
9:18:30,1310
9:18:45,1145
9:19:00,980
9:19:15,815
9:19:30,650
9:19:45,485
9:20:00,320
9:20:15,155
9:20:30,0
